,description,runtime,id,imdb_score,release_year,title,type
282,"Anakin Skywalker, a young slave strong with the Force, is discovered on Tatooine. Meanwhile, the evil Sith have returned, enacting their plot for revenge against the Jedi.",136,tm4,6.5,1999,Star Wars: Episode I - The Phantom Menace,MOVIE
283,"Josie Geller, a baby-faced junior copywriter at the Chicago Sun-Times, must pose as a student at her former high school to research contemporary teenage culture. With the help of her brother, Rob, Josie infiltrates the inner circle of the most popular clique on campus. But she hits a major snag in her investigation -- not to mention her own failed love life -- when she falls for her dreamy English teacher, Sam Coulson.",107,tm57241,6.0,1999,Never Been Kissed,MOVIE
284,"D'Artagnan travels to Paris hoping to become a musketeer, one of the French king's elite bodyguards, only to discover that the corps has been disbanded by conniving Cardinal Richelieu, who secretly hopes to usurp the throne. Fortunately, Athos, Porthos and Aramis have refused to lay down their weapons and continue to protect their king. D'Artagnan joins with the rogues to expose Richelieu's plot against the crown.",105,tm190949,,1993,The Three Musketeers,MOVIE
285,"When a Jamaican sprinter is disqualified from the Olympic Games, he enlists the help of a dishonored coach to start the first Jamaican Bobsled Team.",98,tm190696,7.0,1993,Cool Runnings,MOVIE
286,"Tired of scaring humans every October 31 with the same old bag of tricks, Jack Skellington, the spindly king of Halloween Town, kidnaps Santa Claus and plans to deliver shrunken heads and other ghoulish gifts to children on Christmas morning. But as Christmas approaches, Jack's rag-doll girlfriend, Sally, tries to foil his misguided plans.",76,tm185041,7.9,1993,The Nightmare Before Christmas,MOVIE
287,"Teenagers Cyclops, Jean Grey, Rogue, Nightcrawler, Shadowcat, and Spike fight for a world that fears and hates them.",22,ts21037,7.8,2000,X-Men: Evolution,SHOW
288,"After reckless young lawyer Gordon Bombay gets arrested for drunk driving, he must coach a kids hockey team for his community service. Gordon has experience on the ice, but isn't eager to return to hockey, a point hit home by his tense dealings with his own former coach, Jack Reilly. The reluctant Gordon eventually grows to appreciate his team, which includes promising young Charlie Conway, and leads them to take on Reilly's tough players.",101,tm124456,6.5,1992,The Mighty Ducks,MOVIE
289,"Led by Woody, Andy's toys live happily in his room until Andy's birthday brings Buzz Lightyear onto the scene. Afraid of losing his place in Andy's heart, Woody plots against Buzz. But when circumstances separate Buzz and Woody from their owner, the duo eventually learns to put aside their differences.",81,tm14765,8.3,1995,Toy Story,MOVIE
290,"A young lion prince is cast out of his pride by his cruel uncle, who claims he killed his father. While the uncle rules with an iron paw, the prince grows up beyond the Savannah, living by a philosophy: No worries for the rest of your days. But when his past comes to haunt him, the young prince must decide his fate: Will he remain an outcast or face his demons and become what he needs to be?",89,tm113629,8.5,1994,The Lion King,MOVIE
291,"Bullied by his siblings and nagged by his parents, 11-year-old Preston is fed up with his family -- especially their frugality. But he gets his chance to teach them a lesson when a money-laundering criminal nearly bulldozes Preston with his car and gives the boy a blank check as compensation. Preston makes the check out for $1 million and goes on a spending spree he'll never forget. Maybe now, his family will take him seriously!",93,tm118953,5.2,1994,Blank Check,MOVIE
292,"A week in the life of the exploited, child newspaper sellers in turn-of-the-century New York. When their publisher, Joseph Pulitzer, tries to squeeze a little more profit out of their labours, they organize a strike, only to be confronted with the Pulitzer's hard-ball tactics.",121,tm127070,6.9,1992,Newsies,MOVIE
293,"Six brave fourth-graders at Third Street School make it their mission to protect the other kids on the playground. Despite the rule of King Bob and his minions, who enforce his unwritten laws, T.J, Ashley, Vince, Gus, Gretchen and Mikey seek a rational balance between conformity and individuality.",16,ts21272,7.9,1997,Recess,SHOW
294,"On behalf of ""oppressed bugs everywhere,"" an inventive ant named Flik hires a troupe of warrior bugs to defend his bustling colony from a horde of freeloading grasshoppers led by the evil-minded Hopper.",95,tm62982,7.2,1998,A Bug's Life,MOVIE
295,"Princess Jasmine grows tired of being forced to remain in the palace, so she sneaks out into the marketplace, in disguise, where she meets street-urchin Aladdin.  The couple falls in love, although Jasmine may only marry a prince.  After being thrown in jail, Aladdin becomes embroiled in a plot to find a mysterious lamp, with which the evil Jafar hopes to rule the land.",90,tm123824,8.0,1992,Aladdin,MOVIE
296,"Things seem pretty bad for a young girl living a ""hard-knock life"" in an orphanage. Fed up with the dastardly Miss Hannigan, Annie escapes the run-down orphanage determined to find her mom and dad. It's an adventure that takes her from the cold, mean streets of New York to the warm, comforting arms of bighearted billionaire Oliver Warbucks - with plenty of mischief and music in between.",86,tm53427,,1999,Annie,MOVIE
297,"Bestowed with superhuman strength, a young mortal named Hercules sets out to prove himself a hero in the eyes of his father, the great god Zeus. Along with his friends Pegasus, a flying horse, and Phil, a personal trainer, Hercules is tricked by the hilarious, hotheaded villain Hades, who's plotting to take over Mount Olympus!",93,tm191537,7.3,1997,Hercules,MOVIE
298,"A tomboyish girl disguises herself as a young man so she can fight with the Imperial Chinese Army against the invading Huns. With help from wise-cracking dragon Mushu, Mulan just might save her country -- and win the heart of handsome Captain Li Shang.",88,tm66175,7.6,1998,Mulan,MOVIE
299,"After telling the story of Flint's last journey to young Jim Hawkins, Billy Bones has a heart attack and dies just as Jim and his friends are attacked by pirates. The gang escapes into the town where they hire out a boat and crew to find the hidden treasure, which was revealed by Bones before he died. On their voyage across the seas, they soon find out that not everyone on board can be trusted.",100,tm103448,6.9,1996,Muppet Treasure Island,MOVIE
300,"A runaway orphan, young Sonora, persists in a menial job mucking stables in Doc Carver's travelling stunt show. Her great wish is to become a death-defying ""diving girl,"" but Doc refuses her pleas. Undaunted, Sonora's gutsy resolve finally convinces him to give her a break. On the brink of stardom, however, a cruel twist of fate threatens to destroy her dream.",88,tm6899,7.1,1991,Wild Hearts Can't Be Broken,MOVIE
301,"Jack Powell suffers from an affliction that makes him grow four times faster than normal, so the 10-year-old looks like a 40-year-old man. After years of being tutored at home, Jack convinces his overprotective parents to send him to public school. The children don't know what to make of Jack, but with the help of his fifth-grade teacher, he makes an effort to win them over.",113,tm105016,5.8,1996,Jack,MOVIE
302,"Professor Phillip Brainard, an absent minded professor, works with his assistant Weebo, trying to create a substance that's a new source of energy and that will save Medfield College where his sweetheart Sara is the president. He has missed his wedding twice, and on the afternoon of his third wedding, Professor Brainard creates flubber, which allows objects to fly through the air.",93,tm190043,5.3,1997,Flubber,MOVIE
303,"Though Goofy always means well, his amiable cluelessness and klutzy pratfalls regularly embarrass his awkward adolescent son, Max. When Max's lighthearted prank on his high-school principal finally gets his longtime crush, Roxanne, to notice him, he asks her on a date. Max's trouble at school convinces Goofy that he and the boy need to bond over a cross-country fishing trip like the one he took with his dad when he was Max's age, which throws a kink in his son's plans to impress Roxanne.",78,tm10470,6.9,1995,A Goofy Movie,MOVIE
304,"When Reed Richards, Sue and Johnny Storm and pilot Ben Grimm take a premature space flight on a new shuttle, they find themselves massively bombarded with cosmic radiation. Barely managing to re-enter and land safely, the quartet find themselves forever transformed with superpowers. Deciding to use these new powers to help people, they form the Fantastic Four, a superhero team dedicated to the protection of Earth from menaces like the Latverian King Dr. Doom and Galactus, the planet consumer.",21,ts5504,6.4,1994,Fantastic Four,SHOW
305,Spider-Man travels to Counter-Earth to rescue a Terran shuttle crew trapped there and discovers a tyrannical & warped version of his world.,22,ts20968,6.3,1999,Spider-Man Unlimited,SHOW
